name,summary,location,phone,email,website,person,designation,source_link
Nexdegree (Pvt.) Ltd.,,"Dotzero, 14th Floor, Dilkusha Forum, Tariq Road, Karachi, Sindh, Pakistan",,imran.moinuddin@nexdegree.com,http://www.nexdegree.com,Imran Moinuddin,CEO,https://www.pasha.org.pk/d/l/nexdegree-pvt-ltd/
Nexsource Pakistan (Pvt.) Ltd.,,"Office No. 509, 5th Floor, Business Avenue, Karachi, Sindh, Pakistan","(9221) 4311701, 4316296, 4324422",amirza@nexsourceintl.com,www.nexsourceintl.com,Adnan Mirza,CEO,https://www.pasha.org.pk/d/l/nexsource-pakistan-pvt-ltd/
Next Generation Innovations,"SOFTWARE DEVELOPMENT IS A PIECE OF CAKE IF YOU HAVE THE RIGHT EXPERIENCE.
WE BUILD YOUR TECH—-MAKE YOUR FUNDING TAKE YOU MUCH FURTHER  THAN YOU THOUGHT POSSIBLE.
","7 Tariq Road, Karachi, Sindh, Pakistan","(0213)4304183, 0321-2037788",farzal@nextgeni.com,http://www.nextgeni.com,Farzal Dojki,CEO,https://www.pasha.org.pk/d/l/next-generation-innovations/
NextGen Technologies,"NextGen Technologies is an Innovative “I.T. Solutions Provider” company for Hospitality & Retail Industry. Our Innovative Solutions includes Point of Sale, KIOSK, Customer Feedback, Social WiFi, Drive-Thru, Pager System, Audio System, I.T. Infrastructure, 24×7 Technical Support Services & Locally provided After-Sales Services includes Warranty Claims, Repair & Maintainance to help businesses achieve higher revenues and greater profitability through reduced costs & lead times.
","Office 602, 6th Floor, Caesar's Tower, Main Shahrah -e -Faisal, Karachi, Sindh, Pakistan",tel: 92 (021) 327 80 110,info@thenextgentechnologies.com,http://www.thenextgentechnologies.com,Abubakar Munawar,CEO,https://www.pasha.org.pk/d/l/nextgen-technologies/
Nexus Technologies,"Founded in March 1998, by webmasters who sought to create a perfect web hosting environment for fellow webmasters of all types, Nexus answered the needs of many Internet users for a reliable source of free services. At that time, Nexus offered e-mail forwarding, mail accounts and e-mail list management. In 1999, Nexus upgraded it service offerings and began offering virtual domain and sub-domain hosting, along domain name services and thus became a commercial webhosting company.
","Office #1, 2nd floor, Al Asad Plaza (7 - K), Next to Faysal Bank, F- 10 Markaz., Islamabad, Islamabad Capital Territory, Pakistan 46000",051-2222884,sales@nexus.pk,https://www.nexus.pk/,Mohsin Younas,CEO,https://www.pasha.org.pk/d/l/nexus-technologies/
Nicon Advance Software Technologies,,"Dubai Plaza, 6th Road Chowk, Rawalpindi, Punjab, Pakistan",(9251)  4844625-6; 4455063,atif@vision.org.pk,www.vision.org.pk,Syed Atif Ejaz,Director,https://www.pasha.org.pk/d/l/nicon-advance-software-technologies/
Nimble Web Solutions,"Nimble web solutions is an Information Technology company established in January 2011. We offer Design, Development & Promotions services to our valued customers in Web & Mobile based Applications. Our proficiency in a wide range of modern computer technologies ensures that the solutions we provide perfectly suit our clients’ needs.
We are providing our clients with the most optimal, cost-effective and robust solutions, which boost up the increase in the returns and productivity of th
","P-1209, Kaleem Shaheed Colony No.1, Faisalabad, Punjab, Pakistan",041-2692270,sohail@nimblewebsolutions.com,http://www.nimblewebsolutions.com,M Sohail Safdar,CEO,https://www.pasha.org.pk/d/l/nimble-web-solutions/
Nisum Pakistan (Pvt.) Ltd.,"We exist to enable transformation for industry-leading brands.
With every team member staying keenly focused on our mission, we’ve become a preferred technology and business advisor for some of the worlds leading organizations. We deliver solutions that take our clients to exceptional new heights of performance, and thereby, fulfill our brand promise of Building Success Together®.
We take great pride in our people, and how they are continually striving for a higher level of excellence by 
","7 Jami Commercial Street 11, Karachi, Sindh, Pakistan",tel: 0321-8289710,skassim@nisum.com,http://www.nisum.com,Salman Kassim Mohammady,CEO,https://www.pasha.org.pk/d/l/nisum-pakistan-private-limited/
Noble Computer Services Pvt. Ltd.,,"2nd Floor, Sohni Centre, BS 5 & 6, Karachi, Sindh, Pakistan",(9221)6801880-82,ncsl@noble-computers.com,www.hoh.net,Tayyab Afzal,CEO,https://www.pasha.org.pk/d/l/noble-computer-services-pvt-ltd/
Noble Software Services Limited,"Nobel Soft is a web development and digital marketing company that contrives affordable and time-saving solutions for your needs whatever industrial, commercial or individual.
We offer eclectic range of applications that encompass the ability to fulfil needs of various types of businesses.
","I.I Chundrigar Road, Karachi, Sindh, Pakistan",(9221) 5759054,,http://www.noble-soft.com/,Sharful Arfin,CEO,https://www.pasha.org.pk/d/l/noble-software-services-limited/
Noetic Technologies (Pvt.) Ltd.,"We work with mobile operators to delight their customers by offering value-generating, meaningful, and habit-forming value added services (VAS). Our job is to increase customer lifetime value (LTV), which we do by carefully examining mobile users’ behavior; applying analytical skills, tools, techniques; and consistently delivering amusing products. We empower businesses to increase their reach by leveraging mobile as a medium.
","Bank Road, Rawalpindi, Punjab, Pakistan",tel: 03458558800,talha.izhar@noeticworld.com,http://www.noeticworld.com,Talha Izhar,CEO,https://www.pasha.org.pk/d/l/noetic-technologies-pvt-ltd/
NRTC,"



National Radio and Telecommunication Corporation (NRTC) is a World-Class ICT and electronic equipment manufacturer and solution providers both in public and private sectors. We have built our business around our ability to offer creative and tailored solutions worldwide, providing the best total value while building premier customer relationships.
Sin



","Path 1, Haripur, Khyber Pakhtunkhwa, Pakistan",0312-1005968,saba.basharat@nrtc.com.pk,http://www.nrtc.com.pk,Toufeeq Ahmed,CEO,https://www.pasha.org.pk/d/l/nrtc/
NS Developers,,"FF 1000, Deans Trade Centre, Islamia road., Peshawar, Khyber Pakhtunkhwa, Pakistan",,shakir@nsdevelopers.com,http://www.nsdevelopers.com,Shakirullah,CEO,https://www.pasha.org.pk/d/l/ns-developers/
NTES Technologies,,"NTES Technologies 87, 1st Floor, I&T Center, G-8/1, Islamabad, Islamabad Capital Territory, Pakistan",92 (51) 285 3420,bbasir@ntestechnologies.com,http://www.ntestechnologies.com,Bilal Basir,CEO,https://www.pasha.org.pk/d/l/ntes-technologies/
NUST Consulting (NC),,"264 Markaz Road, Islamabad, Islamabad Capital Territory, Pakistan","(9251) 9267641, 2103425",umar.farooq@nustconsulting.com,http://www.nustconsulting.com,Umar Farooq,Manager,https://www.pasha.org.pk/d/l/nust-consulting-nc/
NxENTER Pakistan Pvt. Ltd,"Head quartered in Lahore, with 3 international offices, NxENTER Pakistan (Part of NxENTER Group of Companies) is among the Top 10 Best Companies specialized in Digital and Business Process Outsourcing Services.
NxENTER Pakistan team is grouped with the cross functional, and proven individuals, certified in, COPC, Six Sigma, Google, HTML, PHP, Shopify, Web Design, Strategic Management and others.
Team operates in a fun and lively culture underpinned by client centricity, housing recreationa
","63 A Revenue Employee Co- Operative Society, Johar Town, Lahore, Punjab, Pakistan",0335-6120017,hamid@nxenter.pk,http://nxenter.pk,Hamid Mahmood,CEO,https://www.pasha.org.pk/d/l/nxenter-pakistan-pvt-ltd/
O Consulting (Pvt.) Ltd.,"A group of like minded people who believe in the value of relationships. We view every client relationship like a partnership, and truly believe that our success is a result of your success.
Our customer recognize O Consulting as a being a reliable Professional service partner; competitive, trusted, and easy to deal with. We focus on customer needs in order to constantly develop our offering proposition with value enhancing professional services.We support our customer locally through our qua
","119 Street 7, Lahore, Punjab, Pakistan",0323-4356567,m.ihsan@oconsultingworld.com,http://www.oconsultingworld.com,Muhammad Ihsan,CEO,https://www.pasha.org.pk/d/l/o-consulting-pvt-ltd/
OA Systems (Pvt) Ltd,,"2 Floor FJ Plaza F7 Jinnah Super Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",051 2656480,salman@oasite.com,http://www.oasite.com,Syed Salman Ali,Director Technologies,https://www.pasha.org.pk/d/l/oa-systems-pvt-ltd/
OBHost,"At OBHost, we have engineered a great bunch of features, each of which are customized to help your business succeed.
Support 24x7x365
Whatever problems you face, We are always ready to give you a hand. A highly-skilled team of IT professionals is always on their duty. From technical issues to general questions 24/7 and leave your worries behind.
Reason and Respect
We strongly believe, that respect for
","B 57/3, Block G, North Nazimabad, Karachi, Sindh, Pakistan",021-36624678,info@obhost.net,https://www.obhost.net,Mohammad Owais,CEO,https://www.pasha.org.pk/d/l/obhost/
Objects,,"Suite # 616, Caesars Tower , Sharah e Faisal Karachi, Karachi, Sindh, Pakistan",tel: +923212802638,contact@objects.pk,http://www.objects.pk,Saad Iqbal,CEO,https://www.pasha.org.pk/d/l/objects/
Oclits Systems,,"245/2K, Block 6, Karachi, Sindh, Pakistan",(9221) 4546541-2,sales@oclits.com,www.oclits.com,Arif Inam Osmani,Managing Partner,https://www.pasha.org.pk/d/l/oclits-systems/
Octa Dev,,"Suite # 603, Marine Faisal? Shahrah-e-Faisal Rd, Karachi, Sindh, Pakistan",0336 6533334,hasnain@octadev.com.pk,http://www.octadev.com.pk,Hasnain Alam,CEO,https://www.pasha.org.pk/d/l/octa-dev/
Off-Road Studios,,"58 R 1 Main Boulevard Johar Town, Lahore, Punjab, Pakistan",0346-6666002,mwaqas@offroadstudios.com,http://www.offroadstudios.com,Muhammad Waqas,CEO,https://www.pasha.org.pk/d/l/off-road-studios/
ON Technologies,"A daily menu designed for your office from the city’s best restaurants.
","2nd Floor, Ashiana Shopping Center, Main Boulevard, Gulberg 3, Lahore, Punjab, Pakistan 54000",4238347788,hello@turnlunchon.com,https://web.lunchon.ae/,Syed Awn Ali,CTO,https://www.pasha.org.pk/d/l/on-technologies/
OneByte,"Delivering high-quality software to our clients & ensuring that the projects run smoothly, strategically, and predictably. We’ve been shaping the innovation road-map since our inception, one byte at a time.
","House #99, G block Model Town, Lahore, Punjab, Pakistan",0322-4830566,info@onebyte.biz,http://www.onebyte.biz,Muneeb Ali,CEO,https://www.pasha.org.pk/d/l/onebyte/
OOOBER (PVT) LTD,,"4B First Floor, Kashif Plaza, Islamabad, Islamabad Capital Territory, Pakistan",92 51 2287342,info@ooober.com,,Ather Khan,President,https://www.pasha.org.pk/d/l/ooober-pvt-ltd/
OPEN-SILICON PAKISTAN (PVT) LTD.,,"1ST FLOOR, 56 COMMERCIAL MARKET, SHADMAN, Lahore, Punjab, Pakistan",0423 7503661-3,anjum.chohan@open-silicon.com,http://WWW.OPEN-SILICON.COM,Anjum Farooq Chohan,CEO,https://www.pasha.org.pk/d/l/open-silicon-pakistan-pvt-ltd/
Ora-Tech Systems (Pvt.) Ltd.,,"Four Square Plaza, 4th Floor, Building No. 21-A, H Farooqi Road Off Tariq road, PECHS Block 2 Karachi. Tel: 021 34535933, Karachi, Sindh, Pakistan","(9221) 111 672 253, Tel: 34535933",shahid.tufail@ora-tech.com,www.ora-tech.com,Shahid Tufail,CEO,https://www.pasha.org.pk/d/l/ora-tech-systems-pvt-ltd/
Orange Fox,"OrangeFox is a boutique technology firm that brings cutting edge technology to help you design, build and run a world-class enterprising marketing stack to super charge your growth.
","Basement FL12, B4, Karsaz Town House, Khayaban e Roomi, Clifton Block 5, Karachi, Sindh, Pakistan 74600",9.23018E+11,imtiaz@orangefox.io,http://orangefox.io,Imtiaz N. Mohammad,CEO,https://www.pasha.org.pk/d/l/orange-fox/
Orange Room (Pvt.) Limited,,"Plot 18-C/1 Khayaban-e-Nishat DHA Phase VI Karachi, Karachi, Sindh, Pakistan",tel: 021-35850291,abdul.qadir@connectcmc.com,http://www.orangeroomdigital.com,Abdul Qadir Shah,CEO,https://www.pasha.org.pk/d/l/orange-room-pvt-limited/
Orbit Systems,"To provide flexible, literal and cost-effective ERP Solutions to handle ever-changing business complexities with maximum efforts driven towards customer satisfaction. We identify the company business goals and then find the best solutions to achieve them. We believe business automation is a valuable tool that can reduce cost, increase productivity and improve profitability to build upon a reputation of being one of the most innovative IT Solution and Service provider.
","SF-18/1, Majeed Plaza, Bank Road, Saddar, Rawalpindi, Punjab, Pakistan 46000",051-5700429,ahmed@orbitsystems.com.pk,http://www.orbit-erps.com,Talal Ahmed,CEO,https://www.pasha.org.pk/d/l/orbit-systems/
Orgoo (Pvt) Ltd,,"Office #3, 3rd Floor, Empire Center, Islamabad, Islamabad Capital Territory, Pakistan",051-2651310-11,talibsiddique@orgoo.com,www.orgoo.com,Talib Siddique,CEO,https://www.pasha.org.pk/d/l/orgoo-pvt-ltd/
Out2Sol Pak,"OutSource To Solutions is a Saudi based Safety & Technology Solutions company with services offices across Local & International Clients.
Providing Safety & IT Consulting, Solutions and Services focusing on Risk Advisory, Firefighting, FireAlaram, CCTV, Networking & Software’s using emerging & disruptive technologies to provide powerful solutions and products for our clients in a wide range of industries including: Refineries, Automobile, Retail, Logistics, Energy, Manufac
","New Road Service Lane, Karachi, Sindh, Pakistan",0307 3998974,azeem@out2sol.com,http://out2sol.com,Muhammad Azeem Uddin,CEO,https://www.pasha.org.pk/d/l/out2sol-pak/
Outreach Digital Pvt. Ltd.,,"Suite# 1513, National IT Park, Karachi, Sindh, Pakistan","(9221) 279.0039, 278.8482",info@outreachdigital.com.pk,www.outreachdigital.com.pk,Sohail A. Siddiqui,Founding Partner & COO,https://www.pasha.org.pk/d/l/outreach-digital-pvt-ltd/
OvacSol (Pvt.) Ltd.,"OvacSol is a team of dedicated professionals having more than 20 years of IT experience in different industries like Food & Beverages, FMCG, Pharmaceutical etc. OvacSol developed and implemented secondary sales solutions for various beverages industries of Pakistan. OvacSol focuses on all aspects of business automation and software development and its implementation. Android and IOS Mobile Application Development is also a core strength of OvacSol. Being Qlik partner in Pakistan (OEM partner
","29 Kashmir Rd, Oppst GPO, Saddar, Rawalpindi, Punjab, Pakistan",tel: +92515700329,rai.zeeshan@ovacsol.com,http://www.ovacsol.com,Rai Zeeshan Zaffar Khan,CEO,https://www.pasha.org.pk/d/l/ovacsol-private-limited/
Ovex Technologies (Pvt.) Ltd.,"Ovex Tech Pakistan’s vision is “Think, Innovate, Grow”. We strive to continuously develop our expertise for the benefits of our clients. Our experienced team executes any customer services project with agility and speed so as to provide them with a distinct customer services advantage. We look for innovative ways to service our client’s customers using myriad of technologies and tools. We understand the demands of a customer focused organization and partner with our client to help transl
","Agha Khan Road, Islamabad, Islamabad Capital Territory, Pakistan",(9251)  111 111 502,yraza@ovex.com.pk,http://www.ovextech.com,Muhammad Yusaf Raza,Company Secretary,https://www.pasha.org.pk/d/l/ovex-technologies-pvt-ltd/
